name,sowing_date,harvesting_date,total_seeds,date_of_germination,number_of_seeds
rill_no_127,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_127,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_127,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_127,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_127,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_127,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_127,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_127,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_127,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_127,12-01-2023,02-05-2023,0,12-06-2023,0
rill_no_128,12-01-2023,02-05-2023,12,08-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,10-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,17-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,22-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,24-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,26-05-2023,12
rill_no_128,12-01-2023,02-05-2023,12,29-05-2023,13
rill_no_128,12-01-2023,02-05-2023,12,31-05-2023,13
rill_no_128,12-01-2023,02-05-2023,12,02-06-2023,13
rill_no_128,12-01-2023,02-05-2023,12,05-06-2023,13
rill_no_128,12-01-2023,02-05-2023,12,07-06-2023,13
rill_no_128,12-01-2023,02-05-2023,12,09-06-2023,13
rill_no_128,12-01-2023,02-05-2023,12,12-06-2023,12
rill_no_129,12-01-2023,02-05-2023,5,08-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,10-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,17-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,22-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,24-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,26-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,29-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,31-05-2023,4
rill_no_129,12-01-2023,02-05-2023,5,02-06-2023,4
rill_no_129,12-01-2023,02-05-2023,5,05-06-2023,4
rill_no_129,12-01-2023,02-05-2023,5,07-06-2023,4
rill_no_129,12-01-2023,02-05-2023,5,09-06-2023,4
rill_no_129,12-01-2023,02-05-2023,5,12-06-2023,5
rill_no_13,12-01-2023,02-05-2023,18,08-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,10-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,17-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,22-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,24-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,26-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,29-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,31-05-2023,18
rill_no_13,12-01-2023,02-05-2023,18,02-06-2023,18
rill_no_13,12-01-2023,02-05-2023,18,05-06-2023,18
rill_no_13,12-01-2023,02-05-2023,18,07-06-2023,18
rill_no_13,12-01-2023,02-05-2023,18,09-06-2023,18
rill_no_13,12-01-2023,02-05-2023,18,12-06-2023,18
rill_no_130,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_130,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_130,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_130,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_130,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_130,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_131,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_131,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_131,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_131,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_131,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_131,12-01-2023,02-05-2023,0,12-06-2023,0
rill_no_132,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_132,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_132,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_132,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_132,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_132,12-01-2023,02-05-2023,0,12-06-2023,0
rill_no_133,12-01-2023,02-05-2023,10,08-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,10-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,17-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,22-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,24-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,26-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,29-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,31-05-2023,10
rill_no_133,12-01-2023,02-05-2023,10,02-06-2023,10
rill_no_133,12-01-2023,02-05-2023,10,05-06-2023,10
rill_no_133,12-01-2023,02-05-2023,10,07-06-2023,10
rill_no_133,12-01-2023,02-05-2023,10,09-06-2023,10
rill_no_133,12-01-2023,02-05-2023,10,12-06-2023,10
rill_no_134,12-01-2023,02-05-2023,10,08-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,10-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,17-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,22-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,24-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,26-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,29-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,31-05-2023,10
rill_no_134,12-01-2023,02-05-2023,10,02-06-2023,10
rill_no_134,12-01-2023,02-05-2023,10,05-06-2023,10
rill_no_134,12-01-2023,02-05-2023,10,07-06-2023,10
rill_no_134,12-01-2023,02-05-2023,10,09-06-2023,10
rill_no_134,12-01-2023,02-05-2023,10,12-06-2023,10
rill_no_135,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_135,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_135,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_135,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_135,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_135,12-01-2023,02-05-2023,0,12-06-2023,0
rill_no_136,12-01-2023,02-05-2023,10,08-05-2023,3
rill_no_136,12-01-2023,02-05-2023,10,10-05-2023,3
rill_no_136,12-01-2023,02-05-2023,10,17-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,22-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,24-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,26-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,29-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,31-05-2023,7
rill_no_136,12-01-2023,02-05-2023,10,02-06-2023,9
rill_no_136,12-01-2023,02-05-2023,10,05-06-2023,9
rill_no_136,12-01-2023,02-05-2023,10,07-06-2023,9
rill_no_136,12-01-2023,02-05-2023,10,09-06-2023,9
rill_no_136,12-01-2023,02-05-2023,10,,10
rill_no_137,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_137,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_137,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_137,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_137,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_137,12-01-2023,02-05-2023,15,,15
rill_no_138,12-01-2023,02-05-2023,13,08-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,10-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,17-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,22-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,24-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,26-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,29-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,31-05-2023,13
rill_no_138,12-01-2023,02-05-2023,13,02-06-2023,13
rill_no_138,12-01-2023,02-05-2023,13,05-06-2023,13
rill_no_138,12-01-2023,02-05-2023,13,07-06-2023,13
rill_no_138,12-01-2023,02-05-2023,13,09-06-2023,13
rill_no_138,12-01-2023,02-05-2023,13,,13
rill_no_139,12-01-2023,02-05-2023,14,08-05-2023,13
rill_no_139,12-01-2023,02-05-2023,14,10-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,17-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,22-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,24-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,26-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,29-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,31-05-2023,14
rill_no_139,12-01-2023,02-05-2023,14,02-06-2023,14
rill_no_139,12-01-2023,02-05-2023,14,05-06-2023,14
rill_no_139,12-01-2023,02-05-2023,14,07-06-2023,14
rill_no_139,12-01-2023,02-05-2023,14,09-06-2023,14
rill_no_139,12-01-2023,02-05-2023,14,,14
rill_no_14,12-01-2023,02-05-2023,14,08-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,10-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,17-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,22-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,24-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,26-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,29-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,31-05-2023,3
rill_no_14,12-01-2023,02-05-2023,14,02-06-2023,3
rill_no_14,12-01-2023,02-05-2023,14,05-06-2023,3
rill_no_14,12-01-2023,02-05-2023,14,07-06-2023,3
rill_no_14,12-01-2023,02-05-2023,14,09-06-2023,3
rill_no_14,12-01-2023,02-05-2023,14,12-06-2023,14
rill_no_140,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_140,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_140,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_140,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_140,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_140,12-01-2023,02-05-2023,0,,0
rill_no_141,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_141,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_141,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_141,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_141,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_141,12-01-2023,02-05-2023,0,,0
rill_no_142,12-01-2023,02-05-2023,15,08-05-2023,7
rill_no_142,12-01-2023,02-05-2023,15,10-05-2023,7
rill_no_142,12-01-2023,02-05-2023,15,17-05-2023,8
rill_no_142,12-01-2023,02-05-2023,15,22-05-2023,9
rill_no_142,12-01-2023,02-05-2023,15,24-05-2023,9
rill_no_142,12-01-2023,02-05-2023,15,26-05-2023,9
rill_no_142,12-01-2023,02-05-2023,15,29-05-2023,9
rill_no_142,12-01-2023,02-05-2023,15,31-05-2023,9
rill_no_142,12-01-2023,02-05-2023,15,02-06-2023,9
rill_no_142,12-01-2023,02-05-2023,15,05-06-2023,9
rill_no_142,12-01-2023,02-05-2023,15,07-06-2023,9
rill_no_142,12-01-2023,02-05-2023,15,09-06-2023,9
rill_no_142,12-01-2023,02-05-2023,15,,15
rill_no_143,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_143,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_143,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_143,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_143,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_143,12-01-2023,02-05-2023,0,,0
rill_no_144,12-01-2023,02-05-2023,16,08-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,10-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,17-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,22-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,24-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,26-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,29-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,31-05-2023,16
rill_no_144,12-01-2023,02-05-2023,16,02-06-2023,16
rill_no_144,12-01-2023,02-05-2023,16,05-06-2023,16
rill_no_144,12-01-2023,02-05-2023,16,07-06-2023,16
rill_no_144,12-01-2023,02-05-2023,16,09-06-2023,16
rill_no_144,12-01-2023,02-05-2023,16,,16
rill_no_145,12-01-2023,02-05-2023,15,08-05-2023,7
rill_no_145,12-01-2023,02-05-2023,15,10-05-2023,7
rill_no_145,12-01-2023,02-05-2023,15,17-05-2023,7
rill_no_145,12-01-2023,02-05-2023,15,22-05-2023,7
rill_no_145,12-01-2023,02-05-2023,15,24-05-2023,7
rill_no_145,12-01-2023,02-05-2023,15,26-05-2023,8
rill_no_145,12-01-2023,02-05-2023,15,29-05-2023,8
rill_no_145,12-01-2023,02-05-2023,15,31-05-2023,10
rill_no_145,12-01-2023,02-05-2023,15,02-06-2023,10
rill_no_145,12-01-2023,02-05-2023,15,05-06-2023,10
rill_no_145,12-01-2023,02-05-2023,15,07-06-2023,12
rill_no_145,12-01-2023,02-05-2023,15,09-06-2023,12
rill_no_145,12-01-2023,02-05-2023,15,,15
rill_no_146,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_146,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_146,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_146,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_146,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_146,12-01-2023,02-05-2023,0,,0
rill_no_147,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_147,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_147,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_147,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_147,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_147,12-01-2023,02-05-2023,0,,0
rill_no_148,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_148,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_148,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_148,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_148,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_148,12-01-2023,02-05-2023,0,,0
rill_no_149,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_149,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_149,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_149,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_149,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_149,12-01-2023,02-05-2023,0,,0
rill_no_15,12-01-2023,02-05-2023,21,08-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,10-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,17-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,22-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,24-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,26-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,29-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,31-05-2023,6
rill_no_15,12-01-2023,02-05-2023,21,02-06-2023,6
rill_no_15,12-01-2023,02-05-2023,21,05-06-2023,6
rill_no_15,12-01-2023,02-05-2023,21,07-06-2023,6
rill_no_15,12-01-2023,02-05-2023,21,09-06-2023,6
rill_no_15,12-01-2023,02-05-2023,21,12-06-2023,21
rill_no_150,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_150,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_150,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_150,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_150,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_150,12-01-2023,02-05-2023,0,,0
rill_no_151,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_151,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_151,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_151,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_151,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_151,12-01-2023,02-05-2023,15,,15
rill_no_152,12-01-2023,02-05-2023,9,08-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,10-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,17-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,22-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,24-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,26-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,29-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,31-05-2023,4
rill_no_152,12-01-2023,02-05-2023,9,02-06-2023,4
rill_no_152,12-01-2023,02-05-2023,9,05-06-2023,4
rill_no_152,12-01-2023,02-05-2023,9,07-06-2023,5
rill_no_152,12-01-2023,02-05-2023,9,09-06-2023,5
rill_no_152,12-01-2023,02-05-2023,9,,9
rill_no_153,12-01-2023,02-05-2023,10,08-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,10-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,17-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,22-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,24-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,26-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,29-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,31-05-2023,10
rill_no_153,12-01-2023,02-05-2023,10,02-06-2023,10
rill_no_153,12-01-2023,02-05-2023,10,05-06-2023,10
rill_no_153,12-01-2023,02-05-2023,10,07-06-2023,10
rill_no_153,12-01-2023,02-05-2023,10,09-06-2023,10
rill_no_153,12-01-2023,02-05-2023,10,,10
rill_no_154,12-01-2023,02-05-2023,10,08-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,10-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,17-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,22-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,24-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,26-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,29-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,31-05-2023,10
rill_no_154,12-01-2023,02-05-2023,10,02-06-2023,10
rill_no_154,12-01-2023,02-05-2023,10,05-06-2023,10
rill_no_154,12-01-2023,02-05-2023,10,07-06-2023,10
rill_no_154,12-01-2023,02-05-2023,10,09-06-2023,10
rill_no_154,12-01-2023,02-05-2023,10,,10
rill_no_155,12-01-2023,02-05-2023,15,08-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,10-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,17-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,22-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,24-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,26-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,29-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,31-05-2023,14
rill_no_155,12-01-2023,02-05-2023,15,02-06-2023,14
rill_no_155,12-01-2023,02-05-2023,15,05-06-2023,14
rill_no_155,12-01-2023,02-05-2023,15,07-06-2023,14
rill_no_155,12-01-2023,02-05-2023,15,09-06-2023,14
rill_no_155,12-01-2023,02-05-2023,15,,15
rill_no_156,12-01-2023,02-05-2023,16,08-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,10-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,17-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,22-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,24-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,26-05-2023,8
rill_no_156,12-01-2023,02-05-2023,16,29-05-2023,9
rill_no_156,12-01-2023,02-05-2023,16,31-05-2023,9
rill_no_156,12-01-2023,02-05-2023,16,02-06-2023,10
rill_no_156,12-01-2023,02-05-2023,16,05-06-2023,10
rill_no_156,12-01-2023,02-05-2023,16,07-06-2023,11
rill_no_156,12-01-2023,02-05-2023,16,09-06-2023,11
rill_no_156,12-01-2023,02-05-2023,16,,16
rill_no_157,12-01-2023,02-05-2023,7,08-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,10-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,17-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,22-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,24-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,26-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,29-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,31-05-2023,1
rill_no_157,12-01-2023,02-05-2023,7,02-06-2023,1
rill_no_157,12-01-2023,02-05-2023,7,05-06-2023,1
rill_no_157,12-01-2023,02-05-2023,7,07-06-2023,1
rill_no_157,12-01-2023,02-05-2023,7,09-06-2023,1
rill_no_157,12-01-2023,02-05-2023,7,,7
rill_no_158,12-01-2023,02-05-2023,10,08-05-2023,3
