name,sowing_date,harvesting_date,total_seeds,date_of_germination,number_of_seeds
rill_no_158,12-01-2023,02-05-2023,10,10-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,17-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,22-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,24-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,26-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,29-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,31-05-2023,4
rill_no_158,12-01-2023,02-05-2023,10,02-06-2023,4
rill_no_158,12-01-2023,02-05-2023,10,05-06-2023,4
rill_no_158,12-01-2023,02-05-2023,10,07-06-2023,4
rill_no_158,12-01-2023,02-05-2023,10,09-06-2023,4
rill_no_158,12-01-2023,02-05-2023,10,,10
rill_no_159,12-01-2023,02-05-2023,8,08-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,10-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,17-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,22-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,24-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,26-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,29-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,31-05-2023,8
rill_no_159,12-01-2023,02-05-2023,8,02-06-2023,8
rill_no_159,12-01-2023,02-05-2023,8,05-06-2023,8
rill_no_159,12-01-2023,02-05-2023,8,07-06-2023,8
rill_no_159,12-01-2023,02-05-2023,8,09-06-2023,8
rill_no_159,12-01-2023,02-05-2023,8,,8
rill_no_16,12-01-2023,02-05-2023,14,08-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,10-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,17-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,22-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,24-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,26-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,29-05-2023,9
rill_no_16,12-01-2023,02-05-2023,14,31-05-2023,10
rill_no_16,12-01-2023,02-05-2023,14,02-06-2023,10
rill_no_16,12-01-2023,02-05-2023,14,05-06-2023,10
rill_no_16,12-01-2023,02-05-2023,14,07-06-2023,10
rill_no_16,12-01-2023,02-05-2023,14,09-06-2023,10
rill_no_16,12-01-2023,02-05-2023,14,12-06-2023,14
rill_no_160,12-01-2023,02-05-2023,0,08-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,10-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,17-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,22-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,24-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,26-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,29-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,31-05-2023,0
rill_no_160,12-01-2023,02-05-2023,0,02-06-2023,0
rill_no_160,12-01-2023,02-05-2023,0,05-06-2023,0
rill_no_160,12-01-2023,02-05-2023,0,07-06-2023,0
rill_no_160,12-01-2023,02-05-2023,0,09-06-2023,0
rill_no_160,12-01-2023,02-05-2023,0,,0
rill_no_161,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_161,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_161,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_161,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_161,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_161,12-01-2023,02-05-2023,15,,15
rill_no_162,12-01-2023,02-05-2023,11,08-05-2023,2
rill_no_162,12-01-2023,02-05-2023,11,10-05-2023,3
rill_no_162,12-01-2023,02-05-2023,11,17-05-2023,3
rill_no_162,12-01-2023,02-05-2023,11,22-05-2023,4
rill_no_162,12-01-2023,02-05-2023,11,24-05-2023,4
rill_no_162,12-01-2023,02-05-2023,11,26-05-2023,4
rill_no_162,12-01-2023,02-05-2023,11,29-05-2023,4
rill_no_162,12-01-2023,02-05-2023,11,31-05-2023,4
rill_no_162,12-01-2023,02-05-2023,11,02-06-2023,6
rill_no_162,12-01-2023,02-05-2023,11,05-06-2023,6
rill_no_162,12-01-2023,02-05-2023,11,07-06-2023,6
rill_no_162,12-01-2023,02-05-2023,11,09-06-2023,6
rill_no_162,12-01-2023,02-05-2023,11,,11
rill_no_163,12-01-2023,02-05-2023,14,08-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,10-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,17-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,22-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,24-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,26-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,29-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,31-05-2023,14
rill_no_163,12-01-2023,02-05-2023,14,02-06-2023,14
rill_no_163,12-01-2023,02-05-2023,14,05-06-2023,14
rill_no_163,12-01-2023,02-05-2023,14,07-06-2023,14
rill_no_163,12-01-2023,02-05-2023,14,09-06-2023,14
rill_no_163,12-01-2023,02-05-2023,14,,14
rill_no_164,12-01-2023,02-05-2023,16,08-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,10-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,17-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,22-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,24-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,26-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,29-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,31-05-2023,2
rill_no_164,12-01-2023,02-05-2023,16,02-06-2023,2
rill_no_164,12-01-2023,02-05-2023,16,05-06-2023,2
rill_no_164,12-01-2023,02-05-2023,16,07-06-2023,2
rill_no_164,12-01-2023,02-05-2023,16,09-06-2023,3
rill_no_164,12-01-2023,02-05-2023,16,,16
rill_no_17,12-01-2023,02-05-2023,20,08-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,10-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,17-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,22-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,24-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,26-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,29-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,31-05-2023,2
rill_no_17,12-01-2023,02-05-2023,20,02-06-2023,2
rill_no_17,12-01-2023,02-05-2023,20,05-06-2023,2
rill_no_17,12-01-2023,02-05-2023,20,07-06-2023,2
rill_no_17,12-01-2023,02-05-2023,20,09-06-2023,2
rill_no_17,12-01-2023,02-05-2023,20,12-06-2023,20
rill_no_18,12-01-2023,02-05-2023,14,08-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,10-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,17-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,22-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,24-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,26-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,29-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,31-05-2023,2
rill_no_18,12-01-2023,02-05-2023,14,02-06-2023,2
rill_no_18,12-01-2023,02-05-2023,14,05-06-2023,2
rill_no_18,12-01-2023,02-05-2023,14,07-06-2023,2
rill_no_18,12-01-2023,02-05-2023,14,09-06-2023,2
rill_no_18,12-01-2023,02-05-2023,14,12-06-2023,14
rill_no_19,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_19,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_19,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_19,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_19,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_19,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_2,12-01-2023,02-05-2023,15,08-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,10-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,17-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,22-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,24-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,26-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,29-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,31-05-2023,15
rill_no_2,12-01-2023,02-05-2023,15,02-06-2023,15
rill_no_2,12-01-2023,02-05-2023,15,05-06-2023,15
rill_no_2,12-01-2023,02-05-2023,15,07-06-2023,15
rill_no_2,12-01-2023,02-05-2023,15,09-06-2023,15
rill_no_2,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_20,12-01-2023,02-05-2023,18,08-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,10-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,17-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,22-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,24-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,26-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,29-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,31-05-2023,15
rill_no_20,12-01-2023,02-05-2023,18,02-06-2023,15
rill_no_20,12-01-2023,02-05-2023,18,05-06-2023,15
rill_no_20,12-01-2023,02-05-2023,18,07-06-2023,15
rill_no_20,12-01-2023,02-05-2023,18,09-06-2023,15
rill_no_20,12-01-2023,02-05-2023,18,12-06-2023,18
rill_no_21,12-01-2023,02-05-2023,14,08-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,10-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,17-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,22-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,24-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,26-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,29-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,31-05-2023,14
rill_no_21,12-01-2023,02-05-2023,14,02-06-2023,14
rill_no_21,12-01-2023,02-05-2023,14,05-06-2023,14
rill_no_21,12-01-2023,02-05-2023,14,07-06-2023,14
rill_no_21,12-01-2023,02-05-2023,14,09-06-2023,14
rill_no_21,12-01-2023,02-05-2023,14,12-06-2023,14
rill_no_22,12-01-2023,02-05-2023,16,08-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,10-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,17-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,22-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,24-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,26-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,29-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,31-05-2023,16
rill_no_22,12-01-2023,02-05-2023,16,02-06-2023,16
rill_no_22,12-01-2023,02-05-2023,16,05-06-2023,16
rill_no_22,12-01-2023,02-05-2023,16,07-06-2023,16
rill_no_22,12-01-2023,02-05-2023,16,09-06-2023,16
rill_no_22,12-01-2023,02-05-2023,16,12-06-2023,16
rill_no_23,12-01-2023,02-05-2023,19,08-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,10-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,17-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,22-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,24-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,26-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,29-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,31-05-2023,19
rill_no_23,12-01-2023,02-05-2023,19,02-06-2023,19
rill_no_23,12-01-2023,02-05-2023,19,05-06-2023,19
rill_no_23,12-01-2023,02-05-2023,19,07-06-2023,19
rill_no_23,12-01-2023,02-05-2023,19,09-06-2023,19
rill_no_23,12-01-2023,02-05-2023,19,12-06-2023,19
rill_no_24,12-01-2023,02-05-2023,13,08-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,10-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,17-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,22-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,24-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,26-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,29-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,31-05-2023,13
rill_no_24,12-01-2023,02-05-2023,13,02-06-2023,13
rill_no_24,12-01-2023,02-05-2023,13,05-06-2023,13
rill_no_24,12-01-2023,02-05-2023,13,07-06-2023,13
rill_no_24,12-01-2023,02-05-2023,13,09-06-2023,13
rill_no_24,12-01-2023,02-05-2023,13,12-06-2023,13
rill_no_25,12-01-2023,02-05-2023,15,08-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,10-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,17-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,22-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,24-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,26-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,29-05-2023,5
rill_no_25,12-01-2023,02-05-2023,15,31-05-2023,6
rill_no_25,12-01-2023,02-05-2023,15,02-06-2023,6
rill_no_25,12-01-2023,02-05-2023,15,05-06-2023,6
rill_no_25,12-01-2023,02-05-2023,15,07-06-2023,7
rill_no_25,12-01-2023,02-05-2023,15,09-06-2023,8
rill_no_25,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_26,12-01-2023,02-05-2023,15,08-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,10-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,17-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,22-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,24-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,26-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,29-05-2023,0
rill_no_26,12-01-2023,02-05-2023,15,31-05-2023,1
rill_no_26,12-01-2023,02-05-2023,15,02-06-2023,1
rill_no_26,12-01-2023,02-05-2023,15,05-06-2023,1
rill_no_26,12-01-2023,02-05-2023,15,07-06-2023,1
rill_no_26,12-01-2023,02-05-2023,15,09-06-2023,1
rill_no_26,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_27,12-01-2023,02-05-2023,12,08-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,10-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,17-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,22-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,24-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,26-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,29-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,31-05-2023,4
rill_no_27,12-01-2023,02-05-2023,12,02-06-2023,4
rill_no_27,12-01-2023,02-05-2023,12,05-06-2023,4
rill_no_27,12-01-2023,02-05-2023,12,07-06-2023,4
rill_no_27,12-01-2023,02-05-2023,12,09-06-2023,4
rill_no_27,12-01-2023,02-05-2023,12,12-06-2023,12
rill_no_28,12-01-2023,02-05-2023,15,08-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,10-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,17-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,22-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,24-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,26-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,29-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,31-05-2023,2
rill_no_28,12-01-2023,02-05-2023,15,02-06-2023,2
rill_no_28,12-01-2023,02-05-2023,15,05-06-2023,2
rill_no_28,12-01-2023,02-05-2023,15,07-06-2023,2
rill_no_28,12-01-2023,02-05-2023,15,09-06-2023,2
rill_no_28,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_29,12-01-2023,02-05-2023,16,08-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,10-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,17-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,22-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,24-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,26-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,29-05-2023,13
rill_no_29,12-01-2023,02-05-2023,16,31-05-2023,14
rill_no_29,12-01-2023,02-05-2023,16,02-06-2023,14
rill_no_29,12-01-2023,02-05-2023,16,05-06-2023,14
rill_no_29,12-01-2023,02-05-2023,16,07-06-2023,14
rill_no_29,12-01-2023,02-05-2023,16,09-06-2023,14
rill_no_29,12-01-2023,02-05-2023,16,12-06-2023,16
rill_no_3,12-01-2023,02-05-2023,10,08-05-2023,1
rill_no_3,12-01-2023,02-05-2023,10,10-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,17-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,22-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,24-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,26-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,29-05-2023,2
rill_no_3,12-01-2023,02-05-2023,10,31-05-2023,3
rill_no_3,12-01-2023,02-05-2023,10,02-06-2023,3
rill_no_3,12-01-2023,02-05-2023,10,05-06-2023,3
rill_no_3,12-01-2023,02-05-2023,10,07-06-2023,3
rill_no_3,12-01-2023,02-05-2023,10,09-06-2023,3
rill_no_3,12-01-2023,02-05-2023,10,12-06-2023,10
rill_no_30,12-01-2023,02-05-2023,12,08-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,10-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,17-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,22-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,24-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,26-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,29-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,31-05-2023,12
rill_no_30,12-01-2023,02-05-2023,12,02-06-2023,12
rill_no_30,12-01-2023,02-05-2023,12,05-06-2023,12
rill_no_30,12-01-2023,02-05-2023,12,07-06-2023,12
rill_no_30,12-01-2023,02-05-2023,12,09-06-2023,12
rill_no_30,12-01-2023,02-05-2023,12,12-06-2023,12
rill_no_31,12-01-2023,02-05-2023,10,08-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,10-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,17-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,22-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,24-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,26-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,29-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,31-05-2023,2
rill_no_31,12-01-2023,02-05-2023,10,02-06-2023,2
rill_no_31,12-01-2023,02-05-2023,10,05-06-2023,2
rill_no_31,12-01-2023,02-05-2023,10,07-06-2023,2
rill_no_31,12-01-2023,02-05-2023,10,09-06-2023,2
rill_no_31,12-01-2023,02-05-2023,10,12-06-2023,10
rill_no_32,12-01-2023,02-05-2023,15,08-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,10-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,17-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,22-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,24-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,26-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,29-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,31-05-2023,1
rill_no_32,12-01-2023,02-05-2023,15,02-06-2023,1
rill_no_32,12-01-2023,02-05-2023,15,05-06-2023,1
rill_no_32,12-01-2023,02-05-2023,15,07-06-2023,1
rill_no_32,12-01-2023,02-05-2023,15,09-06-2023,1
rill_no_32,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_33,12-01-2023,02-05-2023,15,08-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,10-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,17-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,22-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,24-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,26-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,29-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,31-05-2023,14
rill_no_33,12-01-2023,02-05-2023,15,02-06-2023,14
rill_no_33,12-01-2023,02-05-2023,15,05-06-2023,14
rill_no_33,12-01-2023,02-05-2023,15,07-06-2023,14
rill_no_33,12-01-2023,02-05-2023,15,09-06-2023,14
rill_no_33,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_34,12-01-2023,02-05-2023,13,08-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,10-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,17-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,22-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,24-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,26-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,29-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,31-05-2023,13
rill_no_34,12-01-2023,02-05-2023,13,02-06-2023,13
rill_no_34,12-01-2023,02-05-2023,13,05-06-2023,13
rill_no_34,12-01-2023,02-05-2023,13,07-06-2023,13
rill_no_34,12-01-2023,02-05-2023,13,09-06-2023,13
rill_no_34,12-01-2023,02-05-2023,13,12-06-2023,13
rill_no_35,12-01-2023,02-05-2023,16,08-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,10-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,17-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,22-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,24-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,26-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,29-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,31-05-2023,1
rill_no_35,12-01-2023,02-05-2023,16,02-06-2023,1
rill_no_35,12-01-2023,02-05-2023,16,05-06-2023,1
rill_no_35,12-01-2023,02-05-2023,16,07-06-2023,1
rill_no_35,12-01-2023,02-05-2023,16,09-06-2023,1
rill_no_35,12-01-2023,02-05-2023,16,12-06-2023,16
rill_no_36,12-01-2023,02-05-2023,15,08-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,10-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,17-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,22-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,24-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,26-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,29-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,31-05-2023,13
rill_no_36,12-01-2023,02-05-2023,15,02-06-2023,13
rill_no_36,12-01-2023,02-05-2023,15,05-06-2023,13
rill_no_36,12-01-2023,02-05-2023,15,07-06-2023,13
rill_no_36,12-01-2023,02-05-2023,15,09-06-2023,14
rill_no_36,12-01-2023,02-05-2023,15,12-06-2023,15
rill_no_37,12-01-2023,02-05-2023,20,08-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,10-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,17-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,22-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,24-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,26-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,29-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,31-05-2023,19
rill_no_37,12-01-2023,02-05-2023,20,02-06-2023,19
rill_no_37,12-01-2023,02-05-2023,20,05-06-2023,19
rill_no_37,12-01-2023,02-05-2023,20,07-06-2023,19
rill_no_37,12-01-2023,02-05-2023,20,09-06-2023,19
rill_no_37,12-01-2023,02-05-2023,20,12-06-2023,20
rill_no_38,12-01-2023,02-05-2023,17,08-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,10-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,17-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,22-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,24-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,26-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,29-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,31-05-2023,17
rill_no_38,12-01-2023,02-05-2023,17,02-06-2023,17
rill_no_38,12-01-2023,02-05-2023,17,05-06-2023,17
rill_no_38,12-01-2023,02-05-2023,17,07-06-2023,17
rill_no_38,12-01-2023,02-05-2023,17,09-06-2023,17
rill_no_38,12-01-2023,02-05-2023,17,12-06-2023,17
rill_no_39,12-01-2023,02-05-2023,17,08-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,10-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,17-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,22-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,24-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,26-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,29-05-2023,1
rill_no_39,12-01-2023,02-05-2023,17,31-05-2023,3
rill_no_39,12-01-2023,02-05-2023,17,02-06-2023,3
rill_no_39,12-01-2023,02-05-2023,17,05-06-2023,3
rill_no_39,12-01-2023,02-05-2023,17,07-06-2023,3
rill_no_39,12-01-2023,02-05-2023,17,09-06-2023,3
rill_no_39,12-01-2023,02-05-2023,17,12-06-2023,17
rill_no_4,12-01-2023,02-05-2023,16,08-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,10-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,17-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,22-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,24-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,26-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,29-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,31-05-2023,16
rill_no_4,12-01-2023,02-05-2023,16,02-06-2023,16
